full_text,processed,predicted_label,predicted_probability_netral,predicted_probability_negatif,predicted_probability_positif
"Apapun hasilnya, sebuah peningkatan buat timnas.. babak pertama mainnya udah keren, tinggal finishingnya #TimnasDay",apapun hasilnya peningkatan timnas babak mainnya keren-keren tinggal finishingnya,Positif,0.30886257,0.29289672,0.39824072
"@gdzalli @CoachJustinL yg diliat pasti kalah""nya klo skornya ngk berubah  padahal mainnya bagus bangret timnas babak 1 td""",kalahnya skornya berubah mainnya bagus bangret timnas babak,Positif,0.034116067,0.2521538,0.7137301
Timnas mainnya udah bagus tapi ketinggalan 2 - 0😔,timnas mainnya bagus ketinggalan,Positif,0.0059120716,0.14156578,0.85252213
"Inget kata Klopp. Targetnya bukan trofi dulu. Targetnya adalah main bagus dan orang jadi nggak sabar nunggu pertandingan lainnya.   Malam ini, Timnas keren. Nanti perlu lebih disiplin menghadapi serangan balik tapi mainnya ya bagusssss!   Yok samain yok!",kata-kata klopp targetnya trofi targetnya main bagus orang-orang sabar menunggu pertandingan malam timnas keren-keren disiplin menghadapi serangan mainnya bagusssss yuk samain yuk,Positif,0.037635636,0.30904248,0.65332186
"Bisa gitu mainnya, ngeri timnas nih",mainnya ngeri timnas,Negatif,0.2980726,0.45142332,0.25050414
@ainurohman Timnas kurang beruntung ama pengalaman aja ini. Overall mainnya keren banget babak pertama walau ada sedikit kesalahan yang sangat fatal. Beberapa tahun lagi dipoles berpotensi menjadi-jadi ini dengan catatan mempertahankan sistem yang sudah ada sekarang dan memperbaiki hal lain,timnas beruntung pengalaman overall mainnya keren-keren banget babak kesalahan fatal tahun-tahun dipoles berpotensi menjadijadi catatan mempertahankan sistem memperbaiki,Positif,0.0045488733,0.086530276,0.9089209
JUJUR MAINNYA BAGUS BGT  MINUS DI FINISHING😭😭😭 AUSIEE INI KEKNYA NUNGGU BLUNDERNYA TIMNAS,jujur mainnya bagus banget minus finishing ausiee kayaknya menunggu blundernya timnas,Positif,0.0025030524,0.121990874,0.87550604
Keren kali mainnya timnas kita ini. Tapi sekali keserang jebol 😅,keren-keren kali mainnya timnas keserang jebol,Positif,0.08853762,0.12496655,0.78649575
"Terserah dah lah, mau kalah 5-0 pun gapapa gw cuma pengin timnas mainnya bagus. #TimnasDay",terserah deh kalah gapapa gue pengin timnas mainnya bagus,Positif,0.0017540561,0.09781781,0.90042824
"Timnas mainnya bagus sih, tapi pas sampe depang gawang bingung, finishing juga kurang 😔😭",timnas mainnya bagus pas depang gawang bingung finishing,Positif,0.0038210494,0.115606,0.88057303
"Timnas mainnya bagus banget, yaAllah engga nyangka loh progresnya begitu kelihatan. Fighting banget, ngotot. Gapapa kalau kalah ini buat perbaikan, tapi pertahankan main kayak gini, tinggal finishingnya. #TimnasDay #STYSTAY",timnas mainnya bagus banget yaallah menyangka progresnya fighting banget ngotot gapapa kalah perbaikan pertahankan main kayak tinggal finishingnya,Positif,0.0019017566,0.25258327,0.7455149
"apapun hasilnya seneng liat mainnya timnas, berani ngelawan tim besar dan kejebolan pun karena kecolongan pas keasikan nyerang",apapun hasilnya senang lihat mainnya timnas berani melawan tim besar-besar kejebolan kecolongan pas keasikan menyerang,Negatif,0.26317662,0.4169807,0.31984258
"-ness timnas mainnya dah oke banget, tinggal nunggu keberuntungan aja nihhh",ness timnas mainnya deh oke banget tinggal menunggu keberuntungan,Positif,0.00013388264,0.017933905,0.98193216
terharu gw liat timnas sebagus ini mainnya,terharu gue lihat timnas sebagus mainnya,Positif,0.16857386,0.40084437,0.43058187
ini timnas pemainnya abroad ke epl semua ya kok keren banget mainnya,timnas pemainnya abroad epl keren-keren banget mainnya,Positif,0.0007148796,0.024683114,0.974602
@CoachJustinL gila coach timnas di era STY mainnya keren bgt. sty stay pokoknya,gila coach timnas era sty mainnya keren-keren banget sty stay pokoknya,Positif,0.009980572,0.16631633,0.82370317
Timnas rasa Eropa.. mainnya enak banget...... #stystay #TimnasIndonesia #afc #TimnasDay,timnas eropa mainnya enak banget,Positif,0.003408962,0.107332066,0.8892589
"Terlepas dari kebobolan 2 gol Timnas mainnya kerenn bgt cuyy, YUK BISA YUKK #TimnasDay",terlepas kebobolan gol timnas mainnya keren banget cuy yuk yuk,Positif,0.0027577728,0.05902486,0.93821734
Timnas mainnya enak banget padahal. Pass acc tinggi 85%,timnas mainnya enak banget pas acc,Positif,0.00012992993,0.010221397,0.9896487
"Timnas mainnya bagus bgt woii, tpi emang blom hoki",timnas mainnya bagus banget woii hoki,Positif,0.0016043836,0.043044273,0.9553513
timnas mainnya rapih banget oi 😭,timnas mainnya rapi banget oi,Positif,0.026533745,0.29063433,0.6828319
"timnas mainnya udh bagus banget coy, tinggal kurang finishing sama kurang lucky aja si",timnas mainnya bagus banget coy tinggal finishing lucky,Positif,0.0006230811,0.049298108,0.95007885
"@idextratime @bliblidotcom Gila, mainnya udah kek aja Eropa. Hanya sj Dewi Fortuna blm jg datang. Perlu naikkan tempo permainan nih, ala Korsel/ Jepang. Timnas Indonesia bisa kok.",gila mainnya kayak eropa dewi fortuna naikkan tempo permainan ala korsel jepang timnas indonesia,Negatif,0.044254318,0.8763566,0.079389125
@idextratime @bliblidotcom Ini timnas mainnya udh bagusss kok😭 tinggal manfaatin peluang aja plis 😭,timnas mainnya bagus tinggal manfaatin peluang plis,Positif,0.014881125,0.37657046,0.60854834
"@Indostransfer Yg membedakan cuma pengalaman , ini sih mainnya dah bagus banget selama sejarah menonton timnas",membedakan pengalaman mainnya deh bagus banget sejarah menonton timnas,Positif,7.684929e-05,0.012138984,0.9877842
"Timnas mainnya jago banget asli, kaya gap peringkatnya cuma beda ±10.",timnas mainnya jago banget asli kayak gap peringkatnya beda,Negatif,0.014142231,0.8928713,0.092986494
@jorneamas Kmu? Ga dlu timnas ku lebih menggoda mainnya,timnas ku menggoda mainnya,Netral,0.43636966,0.39518496,0.1684454
Mainnya Timnas kayak Ipul #AsianCup2023,mainnya timnas kayak ipul,Negatif,0.08888463,0.8296634,0.081451975
"@PorosHalangID Masih gak nyangka bisa kebobolan dengan mainnya timnas yang sebagus itu. Tapi yang namanya proses emang gak bisa langsung instan. Biarlah ini jadi pembelajaran dan evaluasi, paling gak kita jadi tau kalo timnas emang udah berada dijalan yang benar dan ditangan pelatih yang tepat",menyangka kebobolan mainnya timnas sebagus namanya proses langsung instan biarlah pembelajaran evaluasi timnas dijalan benar-benar ditangan pelatih,Netral,0.9181607,0.05220279,0.02963654
"woiii ajg, ga rela kalo timnas yg mainnya cakep bgtu ampe kalah lewat gol-gol sepele begitu. yoklahhh secondhalff gasinn!! 🇲🇨🇲🇨🇲🇨",woiii ajg rela timnas mainnya cakep kalah golgol sepele yoklahhh secondhalff gasinn,Negatif,0.32387936,0.43620917,0.23991148
"Aslinya timnas keren bgt mainnya, kayak bukan timnas biasanya 😭 belum beruntung aja. Comeback babak 2 yuk bismillah 🤲",aslinya timnas keren-keren banget mainnya kayak timnas beruntung comeback babak yuk bismillah,Positif,0.01760406,0.33222947,0.6501665
"Timnas mainnya sungguh luar biasa, apalagi nonton yang live english commentary, vibes pildun bgt. Walaupun kebobolan dua gol jatuh dari langit buat Australia.   Come on Garuda!🇮🇩",timnas mainnya sungguh menonton live english commentary vibes pildun banget kebobolan gol jatuh langit australia come on garuda,Positif,0.02647621,0.35339758,0.6201262
Gak jelek lhoh mainnya timnas. Cenderung main paling oke selama afc cup. Kurang klinis aja lini depan.,jelek lhoh mainnya timnas cenderung main oke afc cup klinis lini,Negatif,0.030086393,0.88619184,0.08372176
iyaa asliii😭 cakep banget mainnya timnas ringgal golnya ajaa:( yakin deh sekalinya nge golin nanti bakal enak buat nyekor lagii,iya asli cakep banget mainnya timnas ringgal golnya deh sekalinya nge golin enak nyekor,Negatif,0.010548868,0.53217447,0.45727658
"Ayo Pundit nyinyir, mainnya bagus banget banget banget nih yee kan TimNas, tapi hasilnya belum sesuai ekspektasi. Mau ngomong apa luuu?",ayo pundit nyinyir mainnya bagus banget banget banget timnas hasilnya sesuai ekspektasi mengomong apa-apa luuu,Positif,9.000308e-05,0.017102284,0.98280776
Jujur mainnya timnas lebih bagus dari emyu,jujur mainnya timnas bagus emyu,Negatif,0.041847814,0.4871672,0.470985
GG timnas mainnya,timnas mainnya,Negatif,0.2292271,0.54338825,0.2273847
@beaudelarie iyaa tapi oke banget mainnya kayak ga percaya ini timnas 🥹,iya oke banget mainnya kayak percaya timnas,Negatif,0.025605856,0.5106024,0.46379173
"@SeputarMadrid Mirip banget sama Madrid timnas mainnya, kapten sama kayak nacho,kipernya kepa, kebobolan dulu. Tapi tau kan FT nya gimana...",banget madrid timnas mainnya kapten kayak nachokipernya kepa kebobolan ft,Negatif,0.016020127,0.757962,0.2260179
"Liat Timnas di babak pertama mainnya bagus bener, kalo kalah jadi gak ikhlas dah :’) #TimnasDay",lihat timnas babak mainnya bagus kalah ikhlas deh,Positif,0.0015276494,0.046499923,0.9519724
Hari ini keren timnas mainnya🇮🇩👊🏻,keren-keren timnas mainnya,Positif,0.037681416,0.15304603,0.8092726
timnas mainnya bagus banget terharu gua 😭😭,timnas mainnya bagus banget terharu gua,Positif,0.008478136,0.17368151,0.8178404
Sejauh ini mainnya timnas paling enak ya ini,mainnya timnas enak,Positif,0.0053771064,0.072587,0.92203593
"Apapun hasilnya, tetap bangga ama Timnas 🇮🇩 Mainnya nggak mengecewakan 🥰🥰",apapun hasilnya bangga timnas mainnya mengecewakan,Negatif,0.25128993,0.44570148,0.3030086
"timnas keren bgt mainnya bisa dominasi lawan aussie yg beda 120 rank, cuma blunder sama kecolongan ajaa. gas truss masi ada kesempatan babak 2",timnas keren-keren banget mainnya dominasi lawan aussie beda rank blunder kecolongan gas truss kesempatan babak,Positif,0.004514736,0.085279755,0.9102054
indonesia mainnya udah bagus anjir penguasaan bolanya udah jauh lebih baik dari timnas yang dulu. tinggal finishingnya aja yang perlu dimatengin 😭,indonesia mainnya bagus anjir penguasaan bolanya timnas tinggal finishingnya dimatengin,Positif,0.011263822,0.39639032,0.59234583
timnas gilaksi keren bgtt mainnya so proud 💕,timnas gilaksi keren-keren banget mainnya sok proud,Positif,0.0045636557,0.10080073,0.8946357
"@zarminszka Asli, bagus banget ini mainnya timnas 👍",asli bagus banget mainnya timnas,Positif,0.001888976,0.0419464,0.9561647
"Timnas mainnya keren ya, main gini tinggal tunggu golnya aja #TimnasDay",timnas mainnya keren-keren main tinggal tunggu golnya,Positif,0.08665284,0.270389,0.6429582
ini timnas keren banget mainnya coyyyyy,timnas keren-keren banget mainnya coyyyyy,Positif,0.0007930807,0.027540438,0.9716664
Timnas udh bgus bgt mainnya tinggal finishing nya ajaaa. Yok bisaa,timnas bagus banget mainnya tinggal finishing yuk,Positif,0.0010920987,0.077222824,0.9216851
"Gila, ini walaupun kalah gue apresiasi penuh sama Indonesia. Gokil mainnya enak bgt diliatnya. Kaga ada rasa takut sama sekali ke Aussie.  MIMPI APA KITA TIMNAS MAINNYA SE ENJOY INI.",gila kalah gue apresiasi penuh indonesia gila mainnya enak banget dilihatnya kagak takut aussie mimpi apa-apa timnas mainnya enjoy,Positif,0.012956311,0.32185003,0.6651936
😭😭nangisss timnas mainnya bagus banget coy malem ini. Please ya Allah semoga bisa menang aamiin. Ga real banget kayak gini gak menang,menangis timnas mainnya bagus banget coy malam please allah semoga menang amin real banget kayak menang,Positif,0.0020207826,0.12959239,0.8683868
"Jangan bercanda kamu timnas indonesia!! Udah keren lohh mainnya, rugi kalo gk cetak gol😭😭😭",jangan-jangan bercanda timnas indonesia keren-keren mainnya rugi cetak gol,Positif,0.112084396,0.2840554,0.60386014
Keren bgt mainnya timnas babak pertama.. lagi2 efektifitas dan keberuntungan jd pembeda.,keren-keren banget mainnya timnas babak efektifitas keberuntungan pembeda,Positif,0.0012144203,0.0416902,0.9570954
"@idextratime @bliblidotcom gol yg pertama sepertinya ernando kaget,, yg ke dua asnawi gak lihat di belakangnya ada pemain aus,, terlebih dari itu keren cuy timnas mainnya 🥰🥰",gol ernando kaget asnawi lihat belakangnya pemain aus keren-keren cuy timnas mainnya,Positif,0.40952507,0.15189514,0.43857977
@utdfocusid @idextratime @bliblidotcom Bagusan juga timnas mainnya😭,bagusan timnas mainnya,Negatif,0.33232352,0.43940896,0.22826752
"Beginilah nonton Timnas dr kecil ampe sekarang, mau mainnya bagus, mau mainnya sampah, finishing sampah, lokal, naturalisasi, tetep aja ditunggu dan ditonton.  #AFCAsianCup2023",menonton timnas kecil-kecil mainnya bagus mainnya sampah finishing sampah lokal naturalisasi ditunggu ditonton,Negatif,0.0111789685,0.95000523,0.038815845
"Gak peduli hasil sih, lolos 16 besar aja dah bagus. Di babak pertama tadi, sebagai penonton rutin sepakbola eropa, gw enjoy banget ngeliat timnas main. Sering switch play, sering main kombinasi. Jujur gw kaget, karena di 3 laga fase grup ga keliatan. Vs Vietnam aja jelek mainnya. https://t.co/9D4NxFOXf5",peduli hasil lolos besar-besar deh bagus babak penonton rutin sepakbola eropa gue enjoy banget timnas main switch play main kombinasi jujur gue kaget laga fase grup vs vietnam jelek mainnya,Positif,0.0017289198,0.13848777,0.85978335
Enak bgt liat mainnya timnas🔥,enak banget lihat mainnya timnas,Positif,3.2149026e-05,0.005608923,0.99435896
"mainnya bagus bener timnas ini, pede, lebih teratur juga",mainnya bagus timnas percaya diri teratur,Negatif,0.032845803,0.6413553,0.32579887
@utdfocusid @idextratime @bliblidotcom jujur lebih bagusan mainnya timnas drpd mu,jujur bagusan mainnya timnas mu,Netral,0.5460594,0.35889557,0.09504493
"@FaktaSepakbola Gila keren mainnya lanjutken, Timnas Bisa Come Back!!!",gila keren-keren mainnya lanjutken timnas come back,Positif,0.06840827,0.29944175,0.63215
"Terlepas dari berapapun nanti score akhirnya, permainan #timnas Indonesia mainnya sudah seperti tim tim eropa 😀",terlepas score permainan indonesia mainnya tim tim eropa,Netral,0.40777382,0.25005755,0.34216863
Ketinggalan 0-2 tapi Timnas Indonesia mainnya keren banget. Bangga sama kalian apa pun hasilnya nanti! 🇮🇩🇮🇩,ketinggalan timnas indonesia mainnya keren-keren banget bangga apa-apa hasilnya,Positif,0.00015268842,0.014013396,0.98583394
"skrg saja kerenmmi mainnya Timnas, apalagi nanti ditambah Paes, Haye, Jay, Nathan, dan Kevin Diks (👀) 😭",kerenmmi mainnya timnas ditambah paes haye jay nathan kevin diks,Positif,0.04178258,0.34495506,0.6132623
"half time kalah 0-2 tp tidak sebel, karna timnas mainnya menghibur fak.. #STaY",half time kalah sebel timnas mainnya menghibur fak,Negatif,0.26234254,0.42468306,0.3129744
@braydhowi Mainnya kayak Timnas Pantai Gading yahh,mainnya kayak timnas pantai gading,Negatif,0.083252564,0.84415805,0.07258934
"Tumben nnton timnas, terlepas dri skor babak pertama ternyata mainnya bagus juga. Ga nyangka 😅",tumben menonton timnas terlepas skor babak mainnya bagus menyangka,Negatif,0.09584275,0.5074236,0.39673367
Gile emang. Selama ini nonton timnas jarang2 lihat permainan model kaya di masa STY ini. Cerdas mainnya. Seneng lihatnya .,gila menonton timnas jarang lihat permainan model kayak sty cerdas mainnya senang lihatnya,Negatif,0.19251029,0.5044713,0.30301842
Timnas mainnya udah bagus banget. Ayo ciptakan gol di babak ke-2.   🔥🔥🔥,timnas mainnya bagus banget ayo ciptakan gol babak,Positif,0.00059456495,0.04744441,0.951961
"Tapi overall bagus banget timnas mainnya, lebih bagus dari Australia malah.. Syg g punya finisher",overall bagus banget timnas mainnya bagus australia sayang finisher,Positif,4.170188e-05,0.0080783,0.99188
"Tadi kebobolannya yg pertama gara² deflection, kalo yg kedua sepertinya Asnawi lengah dikit tapi ngaruh  Tapi mainnya bagus loh timnas, cuma ya gitu deh  #TimnasDay",kebobolannya gara-gara deflection asnawi lengah dikit ngaruh mainnya bagus timnas deh,Negatif,0.00829498,0.74254817,0.2491569
"Timnas mainnya udh bagus tapi masih minim pengalaman, yuk bisa yuk babak kedua nyamain skor",timnas mainnya bagus minim pengalaman yuk yuk babak menyamakan skor,Positif,0.013165508,0.13003065,0.85680383
"Terlepas dari 2 gol Australia, overall timnas mainnya bagus banget, bahkan bisa megang possession. But, unlucky kebobolan dengan cara kayak gitu.  Jujur gak pernah terbayang di kepala gue kalo timnas kita bisa main sebagus ini, timnas kita bener2 udah dijalan yang benar.",terlepas gol australia overall timnas mainnya bagus banget memegang possession but unlucky kebobolan kayak jujur terbayang kepala gue timnas main sebagus timnas dijalan benar-benar,Positif,0.0023498058,0.39325687,0.6043933
"ini mainnya cantik bgt si, kek bukan nonton timnas walaupun 2-0 #StyStay",mainnya cantik banget kayak menonton timnas,Positif,0.017226554,0.20880309,0.7739704
Kayak gini nih mainnya cakeep! Tinggal finishing jadi goal aja sih ini..  Ayo timnas 🔥👊🏼🇮🇩  #TimnasDay,kayak mainnya cakep tinggal finishing goal ayo timnas,Negatif,0.1022473,0.8170231,0.08072958
Timnas indo mainnya udah keren. Babak kedua lebih agresif lg. Lebih buka peluang lagi. Lebih bisa memanfaatkan peluang di depan gawang. Bisaa yookk 🔥🔥🔥,timnas indonesia mainnya keren-keren babak agresif buka peluang memanfaatkan peluang gawang yookk,Positif,0.0613412,0.20440558,0.7342532
Timnas bagus juga mainnya.,timnas bagus mainnya,Positif,0.011755361,0.26141262,0.7268319
Cakep juga ini Indonesia mainnya bisa ngepush timnas Brazil,cakep indonesia mainnya ngepush timnas brazil,Negatif,0.16355933,0.5999411,0.23649958
"@t10nugroho Sudah sangat efektif permainan timnas passing dari kaki ke kaki sudah berjalan dengan baik, terlepas dari 2 goal beruntung australia. Indonesia mainnya keren banget.🇲🇨🇲🇨",efektif permainan timnas passing kaki kaki berjalan terlepas goal beruntung australia indonesia mainnya keren-keren banget,Positif,0.00020300348,0.012487875,0.98730916
"Gol nya gol jelek. Timnas nya bagus mainnya, yakin 1 gol ini mah",gol gol jelek timnas bagus mainnya gol mah,Negatif,0.033913318,0.8491431,0.1169436
"Apresiasi timnas mainnya rapih bener kek bukan timnas, emg lawannya bukan kaleng2 shoot on target gol semua gils. Balas 1 gol bukan gak mungkin bisa comeback in australia #AsianCup2023",apresiasi timnas mainnya rapi kayak timnas lawannya kaleng shoot on target gol gila balas gol comeback australia,Negatif,0.084716655,0.8527648,0.06251857
"bagus bgt mainnya timnas  gokil, terlepas dari skor",bagus banget mainnya timnas gila terlepas skor,Positif,0.0017195456,0.12680557,0.87147486
"Asli timnas mainnya bagus bgt, kendati lagi posisi kalah skor",asli timnas mainnya bagus banget kendati posisi kalah skor,Positif,0.0004451606,0.035414807,0.9641401
Keren si mainnya timnas 🔥🔥,keren-keren mainnya timnas,Positif,0.027301922,0.12926018,0.8434379
Patut diakui timnas hari ini setidaknya di babak pertama mainnya cukup bagus. Hanya saja australia lebih efektif dan klinis di depan.   Gak tau deh kalo kata bung towel   #TimnasDay,patut diakui timnas babak mainnya bagus australia efektif klinis deh kata-kata towel,Positif,0.0006811776,0.29842448,0.7008943
gila mainnya timnas malem ini,gila mainnya timnas malam,Negatif,0.11755272,0.6970315,0.18541576
Tim garuda muda #AsianCup2023 ini harus jadi pondasi timnas Garuda masa depan sih mestinya. Mainnya sudah rapi tapi memang pemanfaatan peluangnya belum terlalu baik dan masih lengah di belakang. Masih perlu pengalaman dan jam terbang di level atas #selamanyagaruda #TimnasDay,tim garuda muda pondasi timnas garuda mestinya mainnya rapi pemanfaatan peluangnya lengah pengalaman jam terbang level,Negatif,0.3031882,0.58904165,0.107770205
tp timnas Indonesia hari ini mainnya lebih bagus dan taktis dibanding emyu anjengggggggggggggggggggg😡,timnas indonesia mainnya bagus taktis dibanding emyu anjengggggggggggggggggggg,Positif,0.02081451,0.3261196,0.6530659
Mainnya udah capek bener Timnas Kita Tapi belum beruntung Semoga Babak Kedua bisa samain kedudukan Bisa yok #TimnasDay,mainnya capek timnas beruntung semoga babak samain kedudukan yuk,Netral,0.8263496,0.09753364,0.07611673
"Selama babak pertama gue beneran muji permainan timnas indo, disini tuh mereka bisa ngasih serangan ya meskipun kebobolan 2 gol tp menurut gue mainnya udah bagus sih👍semoga babak 2 bisa ngasih gol🙏#TimnasDay",babak gue benaran muji permainan timnas indonesia mengasih serangan kebobolan gol gue mainnya bagus sihsemoga babak mengasih gol,Negatif,0.026127005,0.4989135,0.4749594
"dibalik kebobolan 2 gol, tapi timnas mainnya bagus ini😭",dibalik kebobolan gol timnas mainnya bagus,Positif,0.005268076,0.21042462,0.78430736
"Apapun hasilnya. Liat Timnas mainnya kek gini, kereen sih. 👏🏻👏🏻👏🏻👏🏻",apapun hasilnya lihat timnas mainnya kayak keren,Negatif,0.21952417,0.58886427,0.19161153
"Australi tidak sebagus itu ternyata mainnya, masih bisa banget ini timnas heiii",australi sebagus mainnya banget timnas heiii,Positif,0.025503684,0.45919687,0.51529944
"Timnas Indonesia mainnya asli sekeren ini, seneng banget liat permain kek gini. Udah lama banget gak liat permainan timnas kek gini 🥺",timnas indonesia mainnya asli sekeren senang banget lihat permain kayak banget lihat permainan timnas kayak,Positif,0.00304204,0.115621604,0.8813364
"Keren banget mainnya cok Timnas, kalo kalah tapi mainnya kaya ginimah enak juga nerimanya, meskipun sakit",keren-keren banget mainnya cok timnas kalah mainnya kayak ginimah enak nerimanya sakit,Positif,0.0058115604,0.19150096,0.80268747
"Bangga banget timnas mainnya keren. Struick berani ngeyel. Kasih keras. Yang penting solid dan main bagus. Ibarat kata ini seperti nonton tim Eropa, umpan keren taktik bagus.""",bangga banget timnas mainnya keren-keren struick berani ngeyel kasih keras solid main bagus kata-kata menonton tim eropa umpan keren-keren taktik bagus,Positif,0.018363187,0.28664628,0.6949905
"timnas mainnya perfect banget, tinggal bikin gol doang ini",timnas mainnya perfect banget tinggal gol doang,Positif,0.018809142,0.46430704,0.51688385
"Bagus banget inimah mainnya. Ampe ada yang bully timnas dan sty kalo kalah, gw pukul tengkuknya pake balok https://t.co/yZ89rWPd86",bagus banget inimah mainnya bully timnas sty kalah gue tengkuknya pakai balok,Positif,0.0024616227,0.22354029,0.7739981
"Mainnya timnas hari ini, kalau pelatihnya tetap STY, dalam beberapa tahun ke depan, optimis akan lebih baik",mainnya timnas pelatihnya sty tahun-tahun optimis,Negatif,0.41545123,0.449762,0.13478675
"Timnas enak bgt ditonton mainnya, sayang kurang clinical aja didepan.",timnas enak banget ditonton mainnya sayang clinical didepan,Positif,0.0001790499,0.015718238,0.9841027
Ini murni kalah pengalaman. Tp mainnya enak banget diliatnya. Gils ga nyangka bisa liat timnas main segini enaknya 😂  Sty stay. Towel kontol.,murni kalah pengalaman mainnya enak banget dilihatnya gila menyangka lihat timnas main segini enaknya sty stay towel kontol,Positif,0.00444234,0.12273306,0.8728246
@FandomID_ Cakepp mainnya squad timnas tinggal peluang dri allah ajh izinkan 1 gol 🤲🏼 kalo bisa ya lebih🤭,cakep mainnya squad timnas tinggal peluang allah izinkan gol,Negatif,0.30610806,0.6290467,0.064845234
"Mo nanges nonton timnas, bukan karena kebobolan. Tapi, gila mainnya kok cantik gitu.  Mainnya jauh lebih rileks ketimbang pas lawan jepang 👍🤲  Keren emang ✨✨",nanges menonton timnas kebobolan gila mainnya cantik mainnya rileks ketimbang pas lawan jepang keren-keren,Positif,0.063965835,0.30456132,0.6314728
Ini indoneisa mainnya bagus bener yak. Lebih enak liat ini dari pada chelsea main.  Untuk yang main di timnas ini. Pergi jauh lah dari indonesia. Jangan main di indonesia. Biar pengalaman kalian banyak,indoneisa mainnya bagus enak lihat chelsea main main timnas pergi indonesia jangan-jangan main indonesia pengalaman,Positif,0.0076799425,0.17493775,0.8173823
"INI HARUS BANGET MENANG TIMNAS, MAINNYA BAGUS POLL",banget menang timnas mainnya bagus poll,Positif,0.0018038539,0.06965923,0.92853695
"@idextratime @bliblidotcom Indonesia mainnya udh keren asli agressive passing, sayang timnas kita lagi finishing akhirnya yg perlu diasah terus""",indonesia mainnya keren-keren asli agressive passing sayang timnas finishing diasah,Positif,0.04061552,0.15187244,0.80751204
"heran. ini mainnya timnas bs begitu epic terstruktur. so far, di counter attact kelemahannya. apapun hasilnya nanti. ini versi timnas terbaik kita ❤️🇮🇩",heran mainnya timnas epic terstruktur sok far counter attact kelemahannya apapun hasilnya versi timnas terbaik,Negatif,0.10422701,0.8047178,0.091055244
"@Indostransfer Enak banget mainnya indo, kek liat new timnas sumpah keren terlepas dari skornya yg msh kalah. Semoga babak kedua bisa nyekor syukur comeback. Aamiin""",enak banget mainnya indonesia kayak lihat new timnas sumpah keren-keren terlepas skornya kalah semoga babak nyekor syukur comeback amin,Positif,0.0028022875,0.08554821,0.9116495
"Gue bangga banget liat Timnas main, walaupun lg down 2-0 mainnya sangar bgt bahkan di beberapa momen bisa full neken di setengah lapangan",gue bangga banget lihat timnas main down mainnya sangar banget momen full neken lapangan,Positif,0.013006378,0.27296835,0.71402526
"Diluar expect, babak pertama timnas  bagus bet mainnya. Cmn aussie ini dpt 1-2 peluang lgsg gol. Cmn spam krosing² mulu.",diluar expect babak timnas bagus banget mainnya cuman aussie peluang langsung gol cuman spam krosing mulu,Positif,0.00057953515,0.04574147,0.95367897
Mainnya timnas bagus tinggal gol nya aja ni,mainnya timnas bagus tinggal gol,Negatif,0.025795277,0.54298365,0.43122107
"Nonton timnas dri menit 23 sejauh ini timnas bagus banget mainnya meskipun kebobolan 2 gol tpi udh kliatan mainnya ga grasak grusuk dan udh tenang bawa bola, tau passing kemana, pemain tau harus ada di mana biar bisa jdi opsi passing, dan variasi serangan. Oiyaa pressing jga oke",menonton timnas menit timnas bagus banget mainnya kebobolan gol mainnya grasak grusuk tenang bawa-bawa bola passing kemana pemain opsi passing variasi serangan oiyaa pressing oke,Positif,0.0015349443,0.0986928,0.89977235
"Meskipun kebobolan 2 dan belum bisa mencetak gol, tapi mainnya keren. Seperti bukan timnas Indonesia yg biasanya.",kebobolan mencetak gol mainnya keren-keren timnas indonesia,Positif,0.39026135,0.13987766,0.46986094
"Kalah 2-0 babak pertama ga berasa terlalu mengecewakan apalagi ngeliat timnas mainnya bagus gini, progressnya meningkat. Kedit buat semua pemain terutama Ivar yg mnurutku mainnya paling bagus. Semangat buat babak kedua.",kalah babak berasa mengecewakan timnas mainnya bagus progressnya meningkat kedit pemain ivar mnurutku mainnya bagus semangat babak,Positif,0.011686907,0.25560835,0.73270476
timnas indonesia mainnya bagus banget bjir 🇮🇩🔥,timnas indonesia mainnya bagus banget bjir,Positif,0.0040031006,0.06997062,0.9260263
Udah lama ga nonton Timnas. Malam ini sempatin nonton babak pertama vs Australia dan wow.....  MAINNYA KEREN BANGETTT!!! But bad luck sekarang posisinya ketinggalan 2-0 :(,menonton timnas malam sempatin menonton babak vs australia wow mainnya keren-keren banget but bad luck posisinya ketinggalan,Positif,0.03725475,0.24496517,0.71778005
"@BarcaBandidos Anjirrr kapan liat timnas ga inferior lwn tim langganan world cup 😭😭 Terlepas skor, pemain enjoy banget mainnya",anjir lihat timnas inferior lwn tim langganan world cup terlepas skor pemain enjoy banget mainnya,Positif,0.07233797,0.26026452,0.6673975
"AUS 🇦🇺 2-0 IDN ⚽ Elkan Baggot 12' (OG)  ⚽ M. Boyle 45' HT  Timnas udah bagus bgt mainnya tp eksekusi nya belom ad yg berhasil.. Sementara Ausie maennya santai banget tapi efektif, sekalinya nyerang bahaya &amp  langsung gol! 🔥 #AsianCup2023 #TimnasDay",aus idn elkan baggot og boyle hati timnas bagus banget mainnya eksekusi berhasil ausie maennya santai banget efektif sekalinya menyerang bahaya langsung gol,Positif,0.0007012509,0.03892898,0.96036977
Timnas bagus banget mainnya 🇮🇩 #AsianCup2023,timnas bagus banget mainnya,Positif,0.0018991028,0.059850506,0.9382504
