text,label,processed
jaringan <PROVIDER_NAME> flash untuk daerah aceh singkil kok gak stabil <PROVIDER_NAME>,negative,"['jaringan', 'providername', 'flash', 'daerah', 'aceh', 'singkil', 'enggak', 'stabil', 'providername']"
<PROVIDER_NAME> tarif mahal dengan sinyal parah.,negative,"['providername', 'tarif', 'mahal', 'sinyal', 'parah']"
"Jadi, sudah seminggu ini saya digangguin sama bunyi SMS dari <PROVIDER_NAME>. Ada promo, katanya.… <URL> ",negative,"['seminggu', 'digangguin', 'bunyi', 'sms', 'providername', 'promo', 'url']"
Oh jariangan kenapa <PROVIDER_NAME>,negative,"['oh', 'jariangan', 'providername']"
Tiap jam 12 malam ke atas hancur koneksinya <PROVIDER_NAME>,negative,"['jam', 'malam', 'hancur', 'koneksinya', 'providername']"
Sedih saya kalau beli paket internet <PROVIDER_NAME>,negative,"['sedih', 'beli', 'paket', 'internet', 'providername']"
Hobi ngecek <PRODUCT_NAME> kali aja ada promo kuota internet buat penguna setia <PROVIDER_NAME> ternyata ada. Alhamdulillah rejeki anak biasa,positive,"['hobi', 'mengecek', 'productname', 'kali', 'promo', 'kuota', 'internet', 'penguna', 'setia', 'providername', 'alhamdulillah', 'rejeki', 'anak-anak']"
<PROVIDER_NAME> setelah dihack malah tambah mahal,negative,"['providername', 'dihack', 'mahal']"
Jaringan lelet <PROVIDER_NAME>,negative,"['jaringan', 'lelet', 'providername']"
<PROVIDER_NAME> lagi gangguan ya??,negative,"['providername', 'gangguan']"
<PROVIDER_NAME> hancur jaringannya,negative,"['providername', 'hancur', 'jaringannya']"
Setiap isi pulsa belum dipakai pasti hilang mohon pejelasannya buat <PROVIDER_NAME>,negative,"['isi', 'pulsa', 'belum', 'dipakai', 'hilang', 'mohon', 'pejelasannya', 'providername']"
<PROVIDER_NAME> memang bikin sebal ,negative,"['providername', 'sebal']"
4G LTE <PROVIDER_NAME> sedang bermasalah,negative,"['lte', 'providername', 'bermasalah']"
<PROVIDER_NAME> luar biasa parah 2 hari cuma buang2 kuota... payah <PROVIDER_NAME> <PROVIDER_NAME> <PROVIDER_NAME>,negative,"['providername', 'parah', 'buang', 'kuota', 'payah', 'providername', 'providername', 'providername']"
koneksinya makin lancar pakai <PROVIDER_NAME> ,positive,"['koneksinya', 'lancar', 'pakai', 'providername']"
pakai sinyal <PROVIDER_NAME> lancar. <PROVIDER_NAME> memang yess!! ,positive,"['pakai', 'sinyal', 'providername', 'lancar', 'providername', 'yess']"
"Data-data kerja jadi lebih cepat dicari kalau internetnya pakai <PROVIDER_NAME>,",positive,"['datadata', 'kerja', 'cepat', 'dicari', 'internetnya', 'pakai', 'providername']"
"<PROVIDER_NAME> memang juara, dari tadi nonton Youtube kuota masih full aja XD",positive,"['providername', 'juara', 'menonton', 'youtube', 'kuota', 'full', 'xd']"
Kenikmatan yang bisa didapatkan saat menjadi pengguna <PROVIDER_NAME> adalah menonton youtube gratis selama setahun,positive,"['kenikmatan', 'didapatkan', 'pengguna', 'providername', 'menonton', 'youtube', 'gratis', 'setahun']"
Upload file yang besar juga sangat mudah dengan <PROVIDER_NAME>. Karena jaringan internetnya sangat cepat. Alhamdulillah,positive,"['upload', 'file', 'besar-besar', 'mudah', 'providername', 'jaringan', 'internetnya', 'cepat', 'alhamdulillah']"
"Untungnya pake <PROVIDER_NAME>, pekerjaan gua lancar :))",positive,"['untungnya', 'pakai', 'providername', 'pekerjaan', 'gua', 'lancar']"
Siang ini nyoba bonus telpon pakai kartu <PROVIDER_NAME> baru. Aman lancar jaya suaranya meski cuaca hujan.,positive,"['siang', 'mencoba', 'bonus', 'telpon', 'pakai', 'kartu', 'providername', 'aman', 'lancar', 'jaya', 'suaranya', 'cuaca', 'hujan']"
"Pantesan lancar ya, sinyal <PROVIDER_NAME> yang 4G lancar sekali di lombok timur",positive,"['pantesan', 'lancar', 'sinyal', 'providername', 'lancar', 'lombok', 'timur']"
Alhamdulillah lancar pakai <PROVIDER_NAME>,positive,"['alhamdulillah', 'lancar', 'pakai', 'providername']"
"Untung pakai internet <PROVIDER_NAME>, lancar, jadi dapat banyak ide.",positive,"['untung', 'pakai', 'internet', 'providername', 'lancar', 'ide']"
"di tempat ramai seperti di lokasi wisata, <PROVIDER_NAME> tetap jaya.",positive,"['ramai', 'lokasi', 'wisata', 'providername', 'jaya']"
Sinyal <PROVIDER_NAME> amsyong d stadion gajayana,negative,"['sinyal', 'providername', 'amsyong', 'stadion', 'gajayana']"
